"journal-article-10.2307_4537158-ngram1.txt","Social Behaviour of Students: A Women's College in Mysore City"
"journal-article-10.2307_30227451-ngram1.txt","Uncle Tomitudes: The Popular Reaction to \"Uncle Tom's Cabin\""
"journal-article-10.2307_3175068-ngram1.txt","Siblings and Antislavery: The Literary and Political Relations of Harriet Martineau, James Martineau, and Maria Weston Chapman"
"journal-article-10.2307_23518430-ngram1.txt","Selected Bibliography of Completed Theses and Dissertations Related to North Carolina Subjects"
"journal-article-10.2307_24408470-ngram1.txt","J-HORROR: New Media's Impact on Contemporary Japanese Horror Cinema"
"journal-article-10.2307_27747444-ngram1.txt","Contextuality within Activity Systems and Sustainability of Competitive Advantage"
"journal-article-10.2307_1409436-ngram1.txt","Rohonas and Spotted Lions: The Historical and Cultural Occurrence of the Jaguar, Panthera onca, among the Native Tribes of the American Southwest"
"journal-article-10.2307_30241639-ngram1.txt","The Journal of Col. Eduard Harkort, Captain of Engineers, Texas Army, February 8-July 17, 1836"
"journal-article-10.2307_1581516-ngram1.txt","'The Armies of the Lord': Christianity, Rebels and the State in Northern Uganda, 1986-1999"
"journal-article-10.2307_40491853-ngram1.txt","Modern or Traditional? Lionel H. Pries and Architectural Education at the University of Washington, 1928-1942"
"journal-article-10.2307_3190090-ngram1.txt"," The Ambiguity of Individual Gestures: Revisions of World War I in Abel Gance's \"J'accuse,\" Alain's \"Mars ou La guerre jugée,\" and Bertrand Tavernier's \"La vie et rien d'autre\""
"journal-article-10.2307_40063569-ngram1.txt","Six-Month-Old Infants' Preference for Lexical Words"
"journal-article-10.2307_4047494-ngram1.txt","Agreement Parameters and the Development of English Modal Auxiliaries"
"journal-article-10.2307_20799392-ngram1.txt","Life without Conventionality: American Social Reformers as Summer Campers on Lake Memphremagog, Quebec, 1878—1905"
"journal-article-10.2307_26406731-ngram1.txt","Front Matter"
"journal-article-10.2307_4499733-ngram1.txt","\"Showing Roughness in a Beautiful Way\": Talk about Love, Coercion, and Rape in South African Youth Sexual Culture"
"journal-article-10.5406_pluralist.9.3.0038-ngram1.txt","Addams on Cultural Pluralism, European Immigrants, and African Americans"
"journal-article-10.2307_23783544-ngram1.txt","Utopian Movements: Nikki Giovanni and the Convocation Following the Virginia Tech Massacre"
"journal-article-10.2307_24441141-ngram1.txt","Ossian Euclid Dodge: Eccentric Troubadour"
"journal-article-10.2307_2871154-ngram1.txt","Saints Alive! Falstaff, Martin Marprelate, and the Staging of Puritanism"
"journal-article-10.2307_3051962-ngram1.txt","Alfredo Barili: Atlanta Musician, 1880-1935"
"journal-article-10.2307_40985480-ngram1.txt","OUVRAGES REÇUS AU PREMIER SEMESTRE 2010"
"journal-article-10.2307_20257581-ngram1.txt","Theses toward Higher Degrees 1926-1927"
"journal-article-10.2307_20532168-ngram1.txt","Manuscript mus. 1/D/506 of the Sächsische Landesbibliothek, Dresden (Olim Annaberg, Bibliothek der St. Annenkirche, MS. 1126)"
"journal-article-10.2307_24138725-ngram1.txt","BECOMING A GEOLOGIST: FLORENCE BASCOM AND JOHNS HOPKINS, 1888–1895"
"journal-article-10.2307_2658947-ngram1.txt","China's Provincial Identities: Reviving Regionalism and Reinventing \"Chineseness\""
"journal-article-10.2307_23981307-ngram1.txt","Goethe's \"Wilhelm Meisters Lehrjahre\": An Apprenticeship toward the Mastery of Exactly What?"
"journal-article-10.2307_25800244-ngram1.txt","American Learners of French and their Stereotypes of the French Language and People: A Survey and its Implications for Teaching"
"journal-article-10.2307_40319020-ngram1.txt","Movement and Metaphor: Towards an Embodied Theory of Music Cognition and Hermeneutics"
"journal-article-10.2307_44365525-ngram1.txt","THE SMALL CITY BATH IN CLASSICAL ANTIQUITY AND A RECONSTRUCTION STUDY OF LUCIAN'S « BATHS OF HIPPIAS »"
"journal-article-10.2307_1189896-ngram1.txt","The Work of the Alien Property Custodian"
"journal-article-10.2307_3821226-ngram1.txt","The Natural Artist: Publishing Amos Tutuola's \"The Palm-Wine Drinkard\" in Postwar Britain"
"journal-article-10.2307_41882290-ngram1.txt","WHERE ARE THE WOMEN? The Case of Chilean Women: 1973-1989"
"journal-article-10.2307_2901386-ngram1.txt","\"The Kindergarten of New Consciousness\": Gwendolyn Brooks and the Social Construction of Childhood"
"journal-article-10.2307_24883821-ngram1.txt","Choral Singers \"In the Zane\": Toward Flow Through Score Study and Analysis"
"journal-article-10.2307_20100990-ngram1.txt","Forget Assimilation: Introducing Subjectivity to German-Jewish History"
"journal-article-10.2307_23020448-ngram1.txt","Back Matter"
"journal-article-10.2307_23879733-ngram1.txt","Generalization Effects of Cognitive Strategies Conversation Training for Adults With Moderate to Severe Disabilities"
"journal-article-10.2307_26303881-ngram1.txt","\"Old Mr. Prickle-pin\": Simon Gray's \"Butley\""
"journal-article-10.2307_3205686-ngram1.txt","Back Matter"
"journal-article-10.2307_20010950-ngram1.txt","Schutz in Japan: A Brief History"
"journal-article-10.2307_3045987-ngram1.txt","Edvard Munch's Self-Portrait with Cigarette: Smoking and the Bohemian Persona"
"journal-article-10.2307_43876741-ngram1.txt","Front Matter"
"journal-article-10.2307_41961690-ngram1.txt","Childhood as Rhetoric"
"journal-article-10.2307_750867-ngram1.txt","The Historiography of Discovery in the Renaissance: The Sources and Composition of Polydore Vergil's De Inventoribus Rerum, I-III"
"journal-article-10.2307_26434663-ngram1.txt","\"There's No Way Not To Lose\": Langston Hughes and Intraracial Class Antagonism"
"journal-article-10.2307_40637956-ngram1.txt","Wilde in Omaha"
"journal-article-10.2307_43754302-ngram1.txt","susumu hani"
"journal-article-10.2307_666392-ngram1.txt","Peyotism, 1521-1891"
"journal-article-10.2307_41858653-ngram1.txt","SEEDS OF CHANGE: COMPARING STATE-RELIGION RELATIONS IN QATAR AND SAUDI ARABIA"
"journal-article-10.2307_2706974-ngram1.txt","Intellectual Property Protection and Antitrust in the Developing World: Crisis, Coercion, and Choice"
"journal-article-10.2307_30162517-ngram1.txt","Dogs on the Street, Pumas on Your Feet: How Cues in the Environment Influence Product Evaluation and Choice"
"journal-article-10.2307_41480870-ngram1.txt","\"A COMMITTEE OF TWO\""
"journal-article-10.2307_843903-ngram1.txt","journal-article-10.2307_843903-ngram1.txt"
"journal-article-10.2307_26269771-ngram1.txt","The persistence of subsistence"
"journal-article-10.2307_1414960-ngram1.txt","A Quantitative Analysis of Indian Music"
"journal-article-10.2307_30200380-ngram1.txt","Current Uses of Hypertext in Teaching Literature"
"journal-article-10.1086_210495-ngram1.txt","Book Reviews"
"journal-article-10.2307_1214744-ngram1.txt","The Double Bass as a Solo Instrument in Early Jazz"
"journal-article-10.2307_40647733-ngram1.txt","VICTIMS, \"CLOSURE,\" AND THE SOCIOLOGY OF EMOTION"
"journal-article-10.2307_41939870-ngram1.txt","Thinking about \"Rethinking Life and Death\": The Character and Rhetorical Function of Dramatic Irony in a Life Ethics Discourse"
"journal-article-10.2307_24879283-ngram1.txt","ATTITUDES OF FIRST-YEAR LAW STUDENTS AT THE UNIVERSITY OF NEW MEXICO"
"journal-article-10.2307_3195305-ngram1.txt","\"So Much Generosity and Affection\": Some Newly-Discovered Letters of E. M. Forster"
"journal-article-10.2307_40643255-ngram1.txt","Martha Stewart's Living Landscapes"
"journal-article-10.1525_jm.2011.28.1.118-ngram1.txt","Extended Play: Reflections of Heinrich Isaac's Music in Early Tudor England"
"journal-article-10.2307_887426-ngram1.txt","Calendar"
"journal-article-10.2307_831066-ngram1.txt","\"New Music for New Ears\": The International Composers' Guild"
"journal-article-10.2307_831617-ngram1.txt","journal-article-10.2307_831617-ngram1.txt"
"journal-article-10.2307_900791-ngram1.txt","Music Metadata and Authority Control in an International Context"
"journal-article-10.2307_1921590-ngram1.txt","Gen. John Hartwell Cocke of Bremo 1780-1866: A Brief Biography and Genealogical Review with a Short History of Old Bremo"
"journal-article-10.2307_25694770-ngram1.txt","Classified Advertisements"
"journal-article-10.2307_42975941-ngram1.txt","Using a Journal to Develop Reflective and Critical Thinking Skills in Classroom Settings"
"journal-article-10.2307_20205383-ngram1.txt","Building on the Sound System of Spanish: Insights from the Alphabetic Spellings of English-Language Learners"
"journal-article-10.2307_3219714-ngram1.txt","Abstracts of Colloquium Papers"
"journal-article-10.2307_3345824-ngram1.txt","Preference Responses and Use of Written Descriptors among Music and Nonmusic Majors in the United States, Hong Kong, and the People's Republic of China"
"journal-article-10.2307_738781-ngram1.txt","Aspects of the Modern Art-Song"
"journal-article-10.2307_958231-ngram1.txt","London Diary for December"
"journal-article-10.2307_25070196-ngram1.txt","Suzan-Lori Parks's Drama of Disinterment: A Transnational Exploration of \"Venus\""
"journal-article-10.2307_2784769-ngram1.txt","The Self-Emancipated Africans of Florida: Pan-African Nationalists in the \"New World\""
"journal-article-10.2307_3700104-ngram1.txt","Reclaiming Education's Doctorates: A Critique and a Proposal"
"journal-article-10.2307_40495579-ngram1.txt","The Poetics of the Crocodile: Changing Cultural Perspectives in Ambonwari"
"journal-article-10.2307_26304691-ngram1.txt","On Playing the \"\"Goldberg\" Variations\"; or, Mothering In and Out of Context"
"journal-article-10.1525_vs.2008.3.3.261-ngram1.txt","Embodying the Nation: Mediumship, Ritual, and the National Imagination"
"journal-article-10.2307_20160431-ngram1.txt","The Nelson-Kindred Campaign of 1882"
"journal-article-10.2307_259691-ngram1.txt","Zionism and Its Liberal Critics, 1896-1948"
"journal-article-10.2307_493222-ngram1.txt","American History through Music and Role Play"
"journal-article-10.2307_40859776-ngram1.txt","THE 1924 ALPHA DELTA PHI PRODUCTION OF \"TITUS ANDRONICUS\""
"journal-article-10.2307_2737997-ngram1.txt","Front Matter"
"journal-article-10.2307_645650-ngram1.txt","Notes on the Fantastic Journey of the Hajj, His Anthropologist, and Her American Passport"
"journal-article-10.5406_blacmusiresej.32.1.0161-ngram1.txt","Diasporal Dimensions of Dominican Folk Religion and Music"
"journal-article-10.2307_3647733-ngram1.txt","News vs. Entertainment: How Increasing Media Choice Widens Gaps in Political Knowledge and Turnout"
"journal-article-10.2307_41329612-ngram1.txt","Refugee Planters: Henry Watkins Allen and the Hemispheric South"
"journal-article-10.2307_42857332-ngram1.txt","The Enduring Salience of Class Analysis for Sociologies of Work"
"journal-article-10.2307_40358947-ngram1.txt","Letters of Josiah Royce to Daniel Gregory Mason, Mary Lord Mason, and Edward Palmer Mason, 1900-1904"
"journal-article-10.2307_42915948-ngram1.txt","Women of the Pacific Northwest"
"journal-article-10.2307_20522024-ngram1.txt","Folk-Lore and Folk-Culture"
"journal-article-10.2307_4489114-ngram1.txt","Poems Living with Paintings: Cole Swensen's Ekphrastic Try"
"journal-article-10.2307_41120866-ngram1.txt","Eingegangene Schriften"
"journal-article-10.2307_43504928-ngram1.txt","Publicity and Authorship in \"The Touchstone\", or A Portrait of the Artist as a Dead Woman"
"journal-article-10.2307_3387075-ngram1.txt","Back Matter"
"journal-article-10.2307_43051021-ngram1.txt","MUSICAL SETTINGS OF WAR TEXTS IN TWO TWENTIETH-CENTURY BRITISH CHORAL WORKS: Part 2"
"journal-article-10.2307_20109410-ngram1.txt","The Moral Significance of the Music of the Black Atlantic"
"journal-article-10.2307_23859503-ngram1.txt","Investigation of the Effects of Disclosure Statements in Rental Car Advertisements"
"journal-article-10.2307_41933578-ngram1.txt","GREEK HOPLITES IN AN ANCIENT CHINESE SIEGE"
"journal-article-10.2307_319365-ngram1.txt","The College Requirement for Proficiency in a Foreign Language"
"journal-article-10.2307_42725563-ngram1.txt","Helping Literacy Emerge at School for Less-Advantaged Children"
"journal-article-10.2307_1261488-ngram1.txt","Supranational English, American Values, and East-Central Europe"
"journal-article-10.2307_42620257-ngram1.txt","Nationalism in British Eighteenth-Century Painting: Sir Joshua Reynolds and Benjamin West"
"journal-article-10.2307_1396432-ngram1.txt","The New Orthodox Theology"
"journal-article-10.2307_23548131-ngram1.txt","Choral Reviews"
"journal-article-10.2307_1319735-ngram1.txt","School Art and Its Social Origins"
"journal-article-10.2307_27735009-ngram1.txt","Jazz and Revival"
"journal-article-10.2307_30000077-ngram1.txt","Affirmative Disclosure at the FTC: Objectives for the Remedy and Outcomes of Past Orders"
"journal-article-10.2307_20711740-ngram1.txt","Back Matter"
"journal-article-10.2307_368435-ngram1.txt","Boundaries, Bridges, and the History of Education"
"journal-article-10.2307_1187920-ngram1.txt","Critical Ethnography in the Study of Comparative Education"
"journal-article-10.2307_27770928-ngram1.txt","ALA Midwiter Meeting Advance Registration"
"journal-article-10.2307_43824242-ngram1.txt","Interactive Digital Storytelling with Refugee Children"
"journal-article-10.2307_25154321-ngram1.txt","Back Matter"
"journal-article-10.2307_41315385-ngram1.txt","Absent or Deferred? Utopia and Desire in Postmodern Architecture"
"journal-article-10.2307_540504-ngram1.txt","Puppet Voices and Interlocutors: Language in Folk Puppetry"
"journal-article-10.2307_1499693-ngram1.txt","\"Shining in Borrowed Plumage\": Affirmation of Community in the Black Coronation Festivals of New England (c. 1750-c. 1850)"
"journal-article-10.2307_24046763-ngram1.txt","Play songs by children and their educational implications"
"journal-article-10.2307_891430-ngram1.txt","Front Matter"
"journal-article-10.2307_1476839-ngram1.txt","Designing Programs for Foreign Languages"
"journal-article-10.1525_lal.2002.14.1.169-ngram1.txt","Lawyers in the Yellow Pages"
"journal-article-10.2307_25094773-ngram1.txt","Front Matter"
"journal-article-10.2307_3710872-ngram1.txt","Changes in Religious Culture in Post War II Poland"
"journal-article-10.2307_40357497-ngram1.txt",""
"journal-article-10.2307_4497005-ngram1.txt","Echoes of the City: Spacing Sound, Sounding Space, 1888-1916"
"journal-article-10.2307_3039141-ngram1.txt","The Thirty-Ninth Annual Meeting of the Council of The Renaissance Society of America"
"journal-article-10.2307_3193113-ngram1.txt","Back Matter"
"journal-article-10.2307_41818709-ngram1.txt","Portuguese Organ Cases of the Eighteenth Century: Splendor and Effectiveness"
"journal-article-10.2307_41857128-ngram1.txt","EXPLORING THE POTENTIALS OF THEATRE IN CULTURE CHANGE AND CULTURE PRESERVATION"
"journal-article-10.2307_24365026-ngram1.txt","Traces of castes and other social strata in the Maldives: A case study of social stratification in a diachronic perspective (Ethnographic, historic, and linguistic evidence)"
"journal-article-10.2307_3345020-ngram1.txt","Interval and Pitch Recognition in and out of Immediate Context"
"journal-article-10.2307_40981133-ngram1.txt","Santa or the Grinch: Paradoxes Presented by the Use of Today's Popular Media"
"journal-article-10.2307_830242-ngram1.txt","The Principles of Greek Notation"
"journal-article-10.2307_23876319-ngram1.txt","Historical Trends and Present Status of Education for the Retarded in Norway"
"journal-article-10.2307_2056447-ngram1.txt","Symbolic Patterning in Angkola Batak Adat Ritual"
"journal-article-10.2307_23025811-ngram1.txt","Walt Kuhn and the Penguin: High Jinks and Experimental Art"
"journal-article-10.2307_20057636-ngram1.txt","Within the Veil of Interdisciplinary Knowledge?: Jefferson, Du Bois, and the Negation of Politics"
"journal-article-10.2307_3178588-ngram1.txt","Back Matter"
"journal-article-10.2307_3384589-ngram1.txt","Association and Club News"
"journal-article-10.2307_3187210-ngram1.txt","News Notes"
"journal-article-10.2307_41389372-ngram1.txt","You're Beautiful When You're Angry: Fashion Magazines and Recent Feminisms"
"journal-article-10.2307_41416225-ngram1.txt","ON EXPERIMENTAL CRITICISM COGNITION, EVOLUTION, AND LITERARY THEORY"
"journal-article-10.2307_1023790-ngram1.txt","German Immigrants and Their Children"
"journal-article-10.2307_3369301-ngram1.txt","Front Matter"
"journal-article-10.2307_1557286-ngram1.txt","Early Photographic Images of the Smiths: A Family of Artists"
"journal-article-10.2307_20623586-ngram1.txt","The Summer Shopping List: 125 Irish-Interest Titles for May through August from BookFind CD and Publishers' Catalogues"
"journal-article-10.2307_23534727-ngram1.txt","The North Carolina Literary and Historical Association: Looking to the Future"
"journal-article-10.2307_25476223-ngram1.txt","Current JJ Checklist (9)"
"journal-article-10.2307_25715330-ngram1.txt","Mr. Justice Sutherland"
"journal-article-10.2307_3414347-ngram1.txt","Student Personnel Work: In Schools of Nursing"
"journal-article-10.2307_41548487-ngram1.txt","Front Matter"
"journal-article-10.2307_42930456-ngram1.txt","POLITICS AND POETICS : SIR WILLIAM JONES AND EIGHTEENTH-CENTURY VIEWS ON AESTHETICS"
"journal-article-10.2307_978915-ngram1.txt","Relations of the Negro with Christianity in Portuguese America"
"journal-article-10.2307_315403-ngram1.txt","Notes, News, and Clippings"
"journal-article-10.2307_43453757-ngram1.txt","Front Matter"
"journal-article-10.2307_23086190-ngram1.txt","Maternal and Paternal Responses to Infant Distress"
"journal-article-10.2307_3129113-ngram1.txt","Chance, Love, and Incompatibility"
"journal-article-10.2307_40373892-ngram1.txt","Northwestern's Piano D. M.: A Three-Program Approach"
"journal-article-10.2307_25104673-ngram1.txt","journal-article-10.2307_25104673-ngram1.txt"
"journal-article-10.2307_40206401-ngram1.txt","Reflections on \"John Henry\": Ethical Issues in Singing Performance"
"journal-article-10.2307_1343998-ngram1.txt","\"All the Things You Could Be by Now If Sigmund Freud's Wife Was Your Mother\": Psychoanalysis and Race"
"journal-article-10.2307_1520660-ngram1.txt","Folk Song Discography"
"journal-article-10.2307_25475626-ngram1.txt","journal-article-10.2307_25475626-ngram1.txt"
"journal-article-10.2307_25604003-ngram1.txt","Not Only an Economist—Autobiographical Reflections of a Historian of Economic Thought"
"journal-article-10.2307_3350103-ngram1.txt","Drug Legalization and the Minority Poor"
"journal-article-10.2307_3387779-ngram1.txt","New Books"
"journal-article-10.2307_40018476-ngram1.txt","Early Camp Meetings in Faulkner County, Arkansas"
"journal-article-10.2307_40991431-ngram1.txt","The \"moral witness\" and the two world wars"
"journal-article-10.2307_27894698-ngram1.txt","Afro-American Resistance to Gentrification and the Demise of Integrationist Ideology in the United States"
"journal-article-10.2307_3354852-ngram1.txt","Front Matter"
"journal-article-10.2307_40506142-ngram1.txt","Urban Noise and the Cultural Evolution of Bird Songs"
"journal-article-10.2307_27764134-ngram1.txt","Still in Crisis? Gabriel Peveroni's El Hueco (una tribu urbana)"
"journal-article-10.2307_1078830-ngram1.txt","Educational News and Editorial Comment"
"journal-article-10.2307_20609647-ngram1.txt","Dr. John Scouler's Journal of a Voyage to N. W. America. [1824-'25-'26.] II. Leaving the Galapagos Islands for the North Pacific Coast"
"journal-article-10.2307_20161087-ngram1.txt","News and Comment"
"journal-article-10.2307_41403262-ngram1.txt","American Theater Watch, 1977-2010"
"journal-article-10.2307_44259027-ngram1.txt","Developing community leadership through the arts in Southside Virginia: Social networks, civic identity and civic change"
"journal-article-10.2307_44366989-ngram1.txt","THE VAMPIRE′S GAZE: GOTHIC PERFORMANCE IN THEORY AND PRACTICE"
"journal-article-10.2307_682524-ngram1.txt","Chto Delat'? Ethnography in the Post-Soviet Cultural Context"
"journal-article-10.2307_27746698-ngram1.txt","Stardom Is Born: The Religion and Economy of Publicity in Henry James' \"The Bostonians\""
"journal-article-10.2307_3531756-ngram1.txt","When Cultures Clash: Views from the Professions"
"journal-article-10.2307_4522738-ngram1.txt","Alan Lomax. (1915-2002)"
"journal-article-10.2307_869348-ngram1.txt","Volume Information"
"journal-article-10.2307_20109679-ngram1.txt","Gray Eminence"
"journal-article-10.2307_23251009-ngram1.txt","Back Matter"
"journal-article-10.2307_2458777-ngram1.txt","Evolution and Speciation in Mosses"
"journal-article-10.2307_3852984-ngram1.txt","Bloomin' Genius"
"journal-article-10.2307_40072582-ngram1.txt","Products of Interest"
"journal-article-10.2307_714907-ngram1.txt","Fanti Marriage Customs"
"journal-article-10.2307_467402-ngram1.txt","Diane di Prima: Extending La Famiglia"
"journal-article-10.2307_1834086-ngram1.txt","Minor Notices"
"journal-article-10.2307_3041798-ngram1.txt","At the Heart of Shange's Feminism: An Interview"
"journal-article-10.2307_3875685-ngram1.txt","Rethinking \"Mestizaje\": Ideology and Lived Experience"
"journal-article-10.2307_436441-ngram1.txt","journal-article-10.2307_436441-ngram1.txt"
"journal-article-10.2307_499674-ngram1.txt","Archaeological News and Discussions"
"journal-article-10.2307_20403575-ngram1.txt","Illiteracy Starts Too Soon"
"journal-article-10.2307_23016809-ngram1.txt","Back Matter"
"journal-article-10.2307_3345660-ngram1.txt","Influence of Selected Variables on Solo and Small-Ensemble Festival Ratings"
"journal-article-10.2307_3714776-ngram1.txt","New Publications. June-August, 1924"
"journal-article-10.2307_41389106-ngram1.txt","Anorexia and Modernism, or How I Learned to Diet in All Directions"
"journal-article-10.2307_4633409-ngram1.txt","Pierce County in 1860"
"journal-article-10.2307_1409096-ngram1.txt","The Exaggeration of Despair in Sherman Alexie's \"Reservation Blues\""
"journal-article-10.2307_1571630-ngram1.txt","Documents and Bibliographies"
"journal-article-10.2307_27946416-ngram1.txt","GOVERNMENT DOCUMENTS &amp; THE ART LIBRARIAN: A Selected Annotated Bibliography of Art and Art-Related Documents"
"journal-article-10.2307_3090564-ngram1.txt","'Gyrene': A Lexicographical Stumbling Block"
"journal-article-10.2307_40341786-ngram1.txt","Strangers or Friends? The Need for Adults in the Life of Adolescents. Frobenius Lecture 1995"
"journal-article-10.2307_41818557-ngram1.txt","Inspired Movement versus Static Uniformity: A Comparison of Trecento and Quattrocento Dance Images"
"journal-article-10.2307_2139645-ngram1.txt","Responsibility for the War of Secession"
"journal-article-10.2307_319982-ngram1.txt","Front Matter"
"journal-article-10.2307_3208833-ngram1.txt","Volume Information"
"journal-article-10.2307_40244369-ngram1.txt","The Black Bishop (1867)"
"journal-article-10.2307_40373764-ngram1.txt","The Education of the Performing Musician"
"journal-article-10.1525_irqr.2008.1.2.235-ngram1.txt","Becoming Men, Becoming-Men?"
"journal-article-10.2307_25791272-ngram1.txt","Verbal Subversion and Satire in Japan, 1937-1945, as Documented by the Special High Police"
"journal-article-10.2307_3387080-ngram1.txt","Contemporary American Music in Education"
"journal-article-10.2307_43090646-ngram1.txt","RECENT AND RELEVANT"
"journal-article-10.2307_4403792-ngram1.txt","Pakistan-India: The Chill Factor"
"journal-article-10.2307_20026654-ngram1.txt","The Uses of Fraternity"
"journal-article-10.2307_20123824-ngram1.txt","Aristotle and the Question of Character in Literature"
"journal-article-10.2307_3410224-ngram1.txt","Staff Education: In-Service"
"journal-article-10.2307_398537-ngram1.txt","Front Matter"
"journal-article-10.2307_40169217-ngram1.txt","A Dedication to the Memory of Benjamin Franklin Shambaugh 1871-1940"
"journal-article-10.2307_43472220-ngram1.txt","Frank Bidart and the Tone of Contemporary Poetry"
"journal-article-10.2307_29725905-ngram1.txt","Thank You, Mr. Shaw"
"journal-article-10.2307_3199836-ngram1.txt","Othello's African American Progeny"
"journal-article-10.2307_3400620-ngram1.txt","Oral History: A Popular Research Technique That Can Work in Music Classes"
"journal-article-10.2307_3814717-ngram1.txt","Disengagement by Engagement: Volkskunde in a Period of Change"
"journal-article-10.2307_40162759-ngram1.txt","The Plight of the American Writer"
"journal-article-10.2307_40211614-ngram1.txt","Pretoria in Black and White"
"journal-article-10.2307_40650604-ngram1.txt","Back Matter"
"journal-article-10.2307_41819914-ngram1.txt","Back Matter"
"journal-article-10.2307_832532-ngram1.txt","Schoenberg and the Organ"
"journal-article-10.2307_895337-ngram1.txt","Front Matter"
"journal-article-10.2307_40017298-ngram1.txt","Back Matter"
"journal-article-10.2307_25774053-ngram1.txt","surviving our society with its limitations"
"journal-article-10.2307_43797294-ngram1.txt","Getting at Literary Terms through Short Films"
"journal-article-10.2307_1206870-ngram1.txt","Back Matter"
"journal-article-10.2307_40216751-ngram1.txt","Committees of the Association"
